Date,Open,High,Low,Close,Adj Close,Volume
1980-10-01,0.0,2.8518519401550293,2.8333330154418945,2.8333330154418945,1.3739204406738281,566325
1980-10-02,0.0,2.814815044403076,2.7962958812713623,2.7962958812713623,1.3559613227844238,106650
1980-10-03,0.0,2.814815044403076,2.777777910232544,2.777777910232544,1.3469806909561157,34425
1980-10-06,0.0,2.759258985519409,2.740741014480591,2.740741014480591,1.3290213346481323,194400
1980-10-07,0.0,2.7037041187286377,2.685184955596924,2.685184955596924,1.3020817041397095,423900
1980-10-08,0.0,2.740741014480591,2.722222089767456,2.722222089767456,1.3200421333312988,249750
1980-10-09,0.0,2.740741014480591,2.722222089767456,2.722222089767456,1.3200421333312988,93150
1980-10-10,0.0,2.759258985519409,2.722222089767456,2.722222089767456,1.3200421333312988,186975
1980-10-13,0.0,2.759258985519409,2.740741014480591,2.740741014480591,1.3290213346481323,121500
1980-10-14,0.0,2.759258985519409,2.722222089767456,2.722222089767456,1.3200421333312988,199125
1980-10-15,0.0,2.740741014480591,2.7037041187286377,2.7037041187286377,1.3110625743865967,264600
1980-10-16,0.0,2.722222089767456,2.7037041187286377,2.7037041187286377,1.3110625743865967,157950
1980-10-17,0.0,2.722222089767456,2.7037041187286377,2.7037041187286377,1.3110625743865967,74925
1980-10-20,0.0,2.7037041187286377,2.6666669845581055,2.6666669845581055,1.2931019067764282,86400
1980-10-21,0.0,2.6666669845581055,2.6481480598449707,2.6481480598449707,1.2841216325759888,403650
1980-10-22,0.0,2.6666669845581055,2.6481480598449707,2.6481480598449707,1.2841216325759888,135000
1980-10-23,0.0,2.6296300888061523,2.6111109256744385,2.6111109256744385,1.2661620378494263,599400
1980-10-24,0.0,2.6296300888061523,2.6111109256744385,2.6111109256744385,1.2661620378494263,98550
1980-10-27,0.0,2.6111109256744385,2.59259295463562,2.59259295463562,1.2571830749511719,96525
1980-10-28,0.0,2.6111109256744385,2.59259295463562,2.59259295463562,1.2571830749511719,64800
1980-10-29,0.0,2.59259295463562,2.5740740299224854,2.5740740299224854,1.2482028007507324,56700
1980-10-30,0.0,2.6111109256744385,2.5740740299224854,2.5740740299224854,1.2482028007507324,182925
1980-10-31,0.0,2.59259295463562,2.5740740299224854,2.5740740299224854,1.2482028007507324,263250
1980-11-03,0.0,2.5740740299224854,2.555556058883667,2.555556058883667,1.2392226457595825,73575
1980-11-05,0.0,2.5740740299224854,2.555556058883667,2.555556058883667,1.2392226457595825,107325
1980-11-06,0.0,2.555556058883667,2.537036895751953,2.537036895751953,1.2302428483963013,150525
1980-11-07,0.0,2.537036895751953,2.5185189247131348,2.5185189247131348,1.2212625741958618,309150
1980-11-10,0.0,2.555556058883667,2.5185189247131348,2.5185189247131348,1.2212625741958618,105975
1980-11-11,0.0,2.6666669845581055,2.6296300888061523,2.6296300888061523,1.2751421928405762,271350
1980-11-12,0.0,2.685184955596924,2.6666669845581055,2.6666669845581055,1.2931019067764282,447525
1980-11-13,0.0,2.722222089767456,2.685184955596924,2.685184955596924,1.3020817041397095,83700
1980-11-14,0.0,2.722222089767456,2.7037041187286377,2.7037041187286377,1.3110625743865967,174825
1980-11-17,0.0,2.722222089767456,2.685184955596924,2.685184955596924,1.3020817041397095,75600
1980-11-18,0.0,2.6666669845581055,2.6481480598449707,2.6481480598449707,1.2841216325759888,218025
1980-11-19,0.0,2.6666669845581055,2.6296300888061523,2.6296300888061523,1.2751421928405762,220050
1980-11-20,0.0,2.6666669845581055,2.6481480598449707,2.6481480598449707,1.2841216325759888,531900
1980-11-21,0.0,2.6481480598449707,2.6296300888061523,2.6296300888061523,1.2751421928405762,130950
1980-11-24,0.0,2.685184955596924,2.6481480598449707,2.6481480598449707,1.2841216325759888,1187325
1980-11-25,0.0,2.7037041187286377,2.685184955596924,2.685184955596924,1.3020817041397095,1826550
1980-11-26,0.0,2.777777910232544,2.759258985519409,2.759258985519409,1.338001012802124,1891350
1980-11-28,0.0,2.8333330154418945,2.814815044403076,2.814815044403076,1.3649413585662842,280125
1980-12-01,0.0,2.8703699111938477,2.8333330154418945,2.8333330154418945,1.3739204406738281,539325
